전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,수정전국매출액,개봉일관객수,개봉일매출액,개봉일매출비율,배우가중치,감독가중치,영화명,개봉일,국적,장르,등급,국내배급사,상장배급사,주요배급사,타겟
248,510944131500000000,699973,1408953500.0,182817,51.09441315,30549.0,216807000.0,9.2,0.3,0.1,내 깡패 같은 애인,2010-05-20,1.0,드라마,1,0.0,1.0,1,0
417,547820150000000000,696412,2099194700.0,256854,54.782015,47918.0,361383800.0,17.9,0.5666666666666667,0.0333333333333333,트랜센던스,2014-05-14,0.0,기타,2,0.0,1.0,1,0
317,520716700000000000,693101,1461450500.0,184530,52.07167,25231.0,180705500.0,11.9,0.3,0.1333333333333333,통증,2011-09-07,1.0,멜로/로맨스,1,0.0,1.0,1,0
754,565628130300000000,689071,1920944703.0,224942,56.56281303,60052.0,464795500.0,18.8,0.3666666666666666,0.0666666666666666,인페르노,2016-10-19,0.0,기타,1,1.0,0.0,1,0
817,573078854600000000,686809,1767248906.0,201613,57.30788546,27354.0,222935100.0,9.4,0.3,0.0666666666666666,명탐정 피카츄,2019-05-09,0.0,액션,3,1.0,0.0,1,0
253,746260491900000000,682712,2419206500.0,214074,74.62604919,50312.0,546857500.0,10.4,0.1333333333333333,0.1,스텝 업 3D,2010-08-05,0.0,드라마,2,0.0,0.0,0,1
557,539090994700000000,681945,1644960347.0,195473,53.90909947,68692.0,538752600.0,18.0,0.2666666666666666,0.0666666666666666,픽셀,2015-07-16,0.0,액션,2,1.0,0.0,1,0
661,521811174400000000,680606,1150894444.0,140314,52.18111744,10198.0,74724100.0,3.0,0.0,0.0333333333333333,앵그리버드 더 무비,2016-05-19,0.0,애니메이션,3,1.0,0.0,1,0
762,500124725000000000,678091,699258600.0,91723,50.0124725,36633.0,244738500.0,3.6,0.1666666666666666,0.0333333333333333,신비아파트: 금빛 도깨비와 비밀의 동굴,2018-07-25,1.0,애니메이션,3,0.0,1.0,1,1
622,501116150000000000,675966,1057171000.0,136139,50.111615,29500.0,194536300.0,6.2,0.1666666666666666,0.1,트롤,2017-02-16,0.0,애니메이션,3,0.0,1.0,1,0
841,529994244000000000,672122,685418380.0,82269,52.9994244,22805.0,171126580.0,3.1,0.2333333333333333,0.0333333333333333,신비아파트 극장판 하늘도깨비 대 요르문간드,2019-12-19,1.0,애니메이션,3,0.0,1.0,1,0
304,476709800000000000,670295,1119188000.0,149463,47.67098,56183.0,396736500.0,14.1,0.1666666666666666,0.0333333333333333,고양이: 죽음을 보는 두 개의 눈,2011-07-07,1.0,기타,1,0.0,1.0,1,1
608,546746691800000000,668576,1753464218.0,208036,54.67466918,85044.0,652157500.0,15.6,0.4666666666666667,0.0666666666666666,패신저스,2017-01-04,0.0,기타,2,1.0,0.0,1,1
1190,609476563900000000,665364,2286908439.0,234728,60.94765639,70842.0,616795600.0,32.8,0.3,0.1,퍼스트맨,2018-10-18,0.0,기타,2,1.0,0.0,1,0
281,550021815200000000,665096,1686106500.0,187169,55.00218152,17734.0,145374500.0,5.0,0.2333333333333333,0.0333333333333333,하늘에서 음식이 내린다면,2010-02-11,0.0,애니메이션,3,1.0,0.0,1,0
686,560863721000000000,662874,2397623520.0,278017,56.0863721,39346.0,289515820.0,10.2,0.4333333333333333,0.1,나이브스 아웃,2019-12-04,0.0,기타,2,0.0,0.0,1,0
510,571075550000000000,657564,2047683000.0,217628,57.107555,37479.0,331937000.0,19.6,0.3666666666666666,0.1666666666666666,삼총사 3D,2011-10-12,0.0,액션,2,0.0,1.0,1,1
1148,573067379700000000,656492,1794508367.0,196571,57.30673797,86809.0,721173930.0,34.9,0.1333333333333333,0.1,샤잠!,2019-04-03,0.0,액션,2,1.0,0.0,1,0
716,541328841000000000,655876,1724015230.0,199937,54.1328841,71143.0,429388720.0,10.1,0.1333333333333333,0.0666666666666666,날씨의 아이,2019-10-30,0.0,애니메이션,1,0.0,0.0,0,1
566,476139990200000000,654407,1351744002.0,177071,47.61399902,59737.0,354687300.0,11.3,0.8666666666666667,0.0666666666666666,열정같은소리하고있네,2015-11-25,1.0,드라마,1,0.0,1.0,1,0
284,495521550000000000,654386,1576235000.0,197802,49.552155,45495.0,326395000.0,13.3,0.0666666666666666,0.0666666666666666,아이 엠 넘버 포,2011-02-24,0.0,액션,2,1.0,0.0,1,0
460,492505600000000000,654212,1564711500.0,199025,49.25056,125787.0,913825000.0,11.8,0.2666666666666666,0.0333333333333333,엔더스 게임,2013-12-31,0.0,기타,2,0.0,1.0,1,0
592,514289961200000000,652453,1404786825.0,171304,51.42899612,67607.0,511107000.0,17.1,0.2333333333333333,0.0666666666666666,그날의 분위기,2016-01-14,1.0,멜로/로맨스,1,0.0,1.0,1,1
217,447388937500000000,650994,1145436000.0,158175,44.73889375,28859.0,196024500.0,5.5,0.1333333333333333,0.0333333333333333,오션스,2010-07-28,0.0,기타,3,0.0,1.0,1,1
520,504763439500000000,646412,1154175195.0,141570,50.47634395,33396.0,244461600.0,10.1,0.2666666666666666,0.0333333333333333,아빠는 딸,2017-04-12,1.0,코미디,2,0.0,0.0,0,1
696,491265851500000000,645922,1275511815.0,162472,49.12658515,161021.0,961451300.0,28.7,0.2333333333333333,0.0333333333333333,사냥,2016-06-29,1.0,액션,1,0.0,1.0,1,0
333,502200750000000000,645191,1246908000.0,148653,50.220075,28871.0,230434000.0,8.6,0.4,0.1,리오,2011-07-27,0.0,애니메이션,3,1.0,0.0,1,1
875,511701462000000000,645082,1211838780.0,146847,51.1701462,108735.0,650958700.0,12.5,0.1333333333333333,0.0333333333333333,나를 찾아줘(한),2019-11-27,1.0,기타,1,1.0,0.0,1,0
275,420958800000000000,644216,853386500.0,124473,42.09588,38174.0,248638500.0,5.7,0.4333333333333333,0.2,명탐정 코난 : 침묵의 15분,2011-08-03,0.0,애니메이션,3,0.0,0.0,0,1
385,467756200000000000,641099,2129201500.0,277225,46.77562,35378.0,249190000.0,15.3,0.2666666666666666,0.0333333333333333,머니볼,2011-11-17,0.0,드라마,2,1.0,0.0,1,0
806,522677608800000000,637021,1097148968.0,129821,52.26776088,83073.0,662099850.0,17.7,0.9,0.0666666666666666,광대들: 풍문조작단,2019-08-21,1.0,기타,2,1.0,0.0,1,0
447,464625000000000000,636631,1477032000.0,191591,46.4625,30024.0,211254500.0,9.8,0.6,0.0666666666666666,스노우 화이트 앤 더 헌츠맨,2012-05-30,0.0,액션,2,1.0,0.0,1,0
551,523261133600000000,634953,1188915987.0,138898,52.32611336,41956.0,322557500.0,18.3,0.4666666666666667,0.0333333333333333,널 기다리며,2016-03-10,1.0,기타,0,0.0,1.0,1,1
458,452856155800000000,632299,1107270058.0,147025,45.28561558,54251.0,367503500.0,12.1,0.4333333333333333,0.0333333333333333,플랜맨,2014-01-09,1.0,드라마,1,0.0,1.0,1,1
605,517402072100000000,629322,2112362621.0,249789,51.74020721,54584.0,407616000.0,13.5,0.3,0.0666666666666666,컨택트,2017-02-02,0.0,기타,2,1.0,0.0,1,0
608,465001652700000000,628576,1107370838.0,144953,46.50016527,115456.0,706255000.0,15.5,0.4333333333333333,0.0666666666666666,조선마술사,2015-12-30,1.0,드라마,2,0.0,1.0,1,1
234,406592517100000000,628423,805351500.0,118938,40.65925171,10726.0,68412500.0,2.4,0.3666666666666666,0.0666666666666666,명탐정 코난: 천공의 난파선,2010-07-21,0.0,애니메이션,3,0.0,0.0,0,1
573,523417075400000000,627102,1679863954.0,192870,52.34170754,33583.0,203703400.0,4.7,0.3666666666666666,0.0666666666666666,설리: 허드슨강의 기적,2016-09-28,0.0,드라마,2,1.0,0.0,1,0
408,444458150000000000,622572,1193576000.0,161126,44.445815,52425.0,364544000.0,10.7,0.1333333333333333,0.0666666666666666,더 임파서블,2013-01-17,0.0,액션,2,0.0,1.0,1,1
356,477964200000000000,622286,1276658000.0,153783,47.79642,12039.0,96837000.0,4.7,0.2,0.0666666666666666,아더 크리스마스,2011-11-25,0.0,애니메이션,3,1.0,0.0,1,0
479,448245260000000000,618598,858046900.0,113356,44.824526,14964.0,104070400.0,1.2,0.0,0.0666666666666666,눈의 여왕 2: 트롤의 마법거울,2014-12-24,0.0,애니메이션,3,0.0,0.0,0,0
304,457955450000000000,616943,1724354000.0,220645,45.795545,36097.0,260102000.0,15.6,0.3333333333333333,0.0333333333333333,인 타임,2011-10-27,0.0,기타,2,1.0,0.0,1,1
776,475476311800000000,616481,1319649718.0,165767,47.54763118,64516.0,483123800.0,21.0,0.3333333333333333,0.0666666666666666,특종: 량첸살인기,2015-10-22,1.0,기타,1,0.0,1.0,1,1
667,464732625800000000,612328,1384339358.0,176367,46.47326258,111255.0,656290300.0,17.6,0.4,0.0666666666666666,잭 리처: 네버 고 백,2016-11-30,0.0,액션,1,0.0,1.0,1,1
440,444185900000000000,611685,1194708500.0,155409,44.41859,58579.0,408312500.0,19.8,0.8333333333333334,0.0333333333333333,미쓰GO,2012-06-21,1.0,액션,1,0.0,1.0,1,1
509,475166140000000000,609063,1045890400.0,128610,47.516614,47432.0,349709600.0,11.7,0.7,0.0333333333333333,서부전선,2015-09-24,1.0,기타,2,0.0,1.0,1,1
280,453407311700000000,606841,1764722500.0,224900,45.34073117,35270.0,252613000.0,21.7,0.2666666666666666,0.0666666666666666,그린 존,2010-03-25,0.0,드라마,1,0.0,0.0,0,1
514,447068100000000000,606531,1781865500.0,231022,44.70681,39051.0,279939000.0,16.8,0.6,0.0666666666666666,헝거게임: 판엠의 불꽃,2012-04-05,0.0,액션,1,0.0,1.0,1,0
384,433281531800000000,605224,1469062000.0,193993,43.32815318,22366.0,157843500.0,12.6,0.4,0.0333333333333333,이층의 악당,2010-11-24,1.0,코미디,1,0.0,0.0,0,0
291,435400850000000000,602967,1733182500.0,231026,43.540085,8672.0,59581000.0,3.0,0.2333333333333333,0.0333333333333333,피에타,2012-09-06,1.0,드라마,0,0.0,1.0,1,1
464,486051650000000000,599963,1098977000.0,128585,48.605165,11259.0,97371500.0,2.7,0.2,0.0666666666666666,다이노소어 어드벤처 3D,2013-12-19,0.0,액션,3,1.0,0.0,1,0
261,434707317500000000,599176,1236642000.0,163606,43.47073175,24304.0,169889000.0,16.7,0.3,0.0333333333333333,반가운 살인자,2010-04-08,1.0,코미디,1,0.0,1.0,1,1
508,488374080000000000,599050,1416378800.0,167680,48.837408,121991.0,1020588600.0,11.9,0.4333333333333333,0.0666666666666666,우는 남자,2014-06-04,1.0,액션,0,0.0,1.0,1,1
397,451494000000000000,598373,1515451500.0,192192,45.1494,28186.0,203374500.0,10.6,0.2,0.1,콜롬비아나,2011-08-31,0.0,액션,1,0.0,1.0,1,1
527,445284500000000000,597142,974501500.0,124008,44.52845,40777.0,296202000.0,9.7,0.1,0.0333333333333333,타잔 3D,2014-01-09,0.0,애니메이션,3,0.0,0.0,0,1
284,434334748100000000,593630,1949740500.0,254400,43.43347481,5802.0,43691000.0,4.0,0.2666666666666666,0.0333333333333333,레터스 투 줄리엣,2010-10-06,0.0,멜로/로맨스,2,0.0,1.0,1,1
423,475188177100000000,592041,970871571.0,115829,47.51881771,39397.0,308866100.0,14.9,0.4333333333333333,0.0333333333333333,황제를 위하여,2014-06-11,1.0,액션,0,0.0,0.0,0,1
408,439353150000000000,591841,1529425000.0,196445,43.935315,28012.0,201023500.0,10.7,0.1333333333333333,0.0333333333333333,맨 온 렛지,2012-02-22,0.0,범죄,1,0.0,1.0,1,1
523,433822337900000000,591125,991436179.0,128375,43.38223379,48348.0,356030000.0,13.5,0.2666666666666666,0.0333333333333333,패션왕,2014-11-06,1.0,코미디,1,0.0,1.0,1,1
999,510746536700000000,591043,1404236307.0,157197,51.07465367,58276.0,484698620.0,22.6,0.3666666666666666,0.0666666666666666,그것: 두 번째 이야기,2019-09-04,0.0,기타,1,1.0,0.0,1,1
733,468602265700000000,590036,1043910157.0,125764,46.86022657,72116.0,535406300.0,24.6,0.1666666666666666,0.0666666666666666,47 미터,2017-07-19,0.0,기타,1,0.0,0.0,1,1
889,455343415000000000,587818,687159820.0,84670,45.5343415,27938.0,202041420.0,9.4,0.3,0.1333333333333333,극장판 헬로카봇 : 달나라를 구해줘!,2019-09-04,1.0,애니메이션,3,0.0,1.0,1,1
395,449068200000000000,585082,2130174000.0,271592,44.90682,38282.0,275014000.0,9.0,0.3666666666666666,0.0666666666666666,더 울프 오브 월스트리트,2014-01-09,0.0,범죄,0,0.0,0.0,0,1
323,425899275900000000,583183,1249453000.0,164631,42.58992759,16061.0,111886000.0,5.9,0.1666666666666666,0.1,퀴즈왕,2010-09-16,1.0,코미디,1,0.0,0.0,0,1
298,413204951700000000,582698,1213116000.0,163071,41.32049517,43422.0,303632000.0,10.6,0.2,0.0666666666666666,마법사의 제자,2010-07-21,0.0,드라마,3,1.0,0.0,1,1
394,432645900000000000,582126,1488456500.0,189955,43.26459,57275.0,415465500.0,20.0,0.5,0.1,다크 섀도우,2012-05-10,0.0,드라마,1,1.0,0.0,1,0
494,433625262700000000,579130,1389264338.0,177032,43.36252627,28252.0,195095500.0,5.8,0.2666666666666666,0.0333333333333333,어린왕자,2015-12-23,0.0,애니메이션,3,0.0,0.0,0,0
405,400120700000000000,577758,1051192000.0,143845,40.01207,47414.0,318391500.0,17.3,0.3333333333333333,0.1666666666666666,인시디어스: 두번째 집,2013-12-05,0.0,기타,1,1.0,0.0,1,0
386,403822300000000000,576150,1287829500.0,174825,40.38223,26499.0,185493000.0,7.1,0.2666666666666666,0.0666666666666666,백설공주,2012-05-03,0.0,기타,3,0.0,1.0,1,0
752,448590514000000000,575353,724293890.0,88888,44.8590514,48839.0,352468520.0,6.8,0.3,0.1333333333333333,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,1.0,애니메이션,3,0.0,1.0,1,1
536,462034865400000000,573657,1430685654.0,167768,46.20348654,45334.0,358404600.0,16.8,0.4,0.0666666666666666,채피,2015-03-12,0.0,액션,1,1.0,0.0,1,1
374,403417650000000000,571074,1158559000.0,156564,40.341765,34177.0,225299000.0,7.5,0.1666666666666666,0.0333333333333333,섀도우 헌터스: 뼈의 도시,2013-09-12,0.0,기타,1,0.0,1.0,1,1
386,425218200000000000,570010,1805984000.0,232553,42.52182,33094.0,233054500.0,10.7,0.5,0.1,루퍼,2012-10-11,0.0,기타,0,0.0,0.0,0,1
327,376314700000000000,569773,833551500.0,120514,37.63147,9569.0,61235000.0,2.1,0.1,0.1,앨빈과 슈퍼밴드3,2011-12-15,0.0,애니메이션,3,1.0,0.0,1,1
480,401570750000000000,569500,1348600000.0,184731,40.157075,60803.0,396016500.0,15.4,0.1666666666666666,0.0666666666666666,화이트 하우스 다운,2013-06-27,0.0,액션,1,1.0,0.0,1,1
850,500742066400000000,563114,1360092834.0,149452,50.07420664,52817.0,444984780.0,22.9,0.1,0.0666666666666666,이스케이프 룸,2019-03-14,0.0,액션,1,1.0,0.0,1,1
414,386606550000000000,562156,1001172500.0,140728,38.660655,25252.0,173001500.0,8.5,0.2333333333333333,0.0333333333333333,파파,2012-02-01,1.0,기타,2,0.0,1.0,1,1
325,431309713400000000,560620,1112615734.0,138461,43.13097134,32719.0,241417000.0,5.2,0.1666666666666666,0.0333333333333333,스텝 업: 올 인,2014-09-03,0.0,드라마,2,0.0,0.0,0,1
494,448837767200000000,560578,1924616772.0,236329,44.88377672,23170.0,178996800.0,7.2,0.1,0.0666666666666666,싱 스트리트,2016-05-19,0.0,드라마,1,0.0,0.0,1,0
368,475746050000000000,558433,1494514500.0,164990,47.574605,57821.0,492792000.0,19.7,0.2666666666666666,0.1666666666666666,레지던트 이블 5 : 최후의 심판,2012-09-13,0.0,액션,0,1.0,0.0,1,1
769,430130986400000000,554521,985318264.0,123478,43.01309864,102991.0,628833500.0,14.6,0.2,0.0666666666666666,인시디어스4: 라스트 키,2018-01-31,0.0,기타,1,1.0,0.0,1,1
799,452647838000000000,553879,1152440160.0,137943,45.2647838,53451.0,323242370.0,13.0,0.3333333333333333,0.0333333333333333,양자물리학,2019-09-25,1.0,범죄,1,0.0,0.0,0,0
580,409248460000000000,553760,920145300.0,116487,40.924846,14207.0,103244000.0,1.3,0.2,0.0333333333333333,아이스 에이지: 지구 대충돌,2016-07-20,0.0,애니메이션,3,1.0,0.0,1,0
724,418846690000000000,552962,978246100.0,122641,41.884669,11938.0,80214500.0,1.6,0.2333333333333333,0.0333333333333333,그린치,2018-12-19,0.0,애니메이션,3,1.0,0.0,1,0
320,445820080000000000,551897,1177943300.0,142121,44.582008,95756.0,596154400.0,20.4,0.3333333333333333,0.0333333333333333,메카닉: 리크루트,2016-08-31,0.0,액션,1,0.0,0.0,0,0
509,388677510000000000,550728,601746400.0,82667,38.867751,35073.0,246330600.0,4.7,0.0,0.0666666666666666,극장판 요괴워치: 탄생의 비밀이다냥!,2015-07-22,0.0,애니메이션,3,0.0,1.0,1,1
672,429307330000000000,550059,692247500.0,85793,42.930733,154579.0,1234641300.0,7.5,0.5333333333333333,0.0666666666666666,점박이 한반도의 공룡2 : 새로운 낙원,2018-12-25,1.0,애니메이션,3,0.0,1.0,1,1
341,379839800000000000,540972,1097757500.0,148666,37.98398,54892.0,359683000.0,13.2,0.1666666666666666,0.0333333333333333,너는 펫,2011-11-10,1.0,멜로/로맨스,2,0.0,1.0,1,0
611,444555452800000000,540558,1157399300.0,136574,44.45554528,24593.0,192056800.0,9.4,0.4,0.0333333333333333,"그날, 바다",2018-04-12,1.0,기타,1,0.0,0.0,1,1
806,450090576200000000,540410,1147492762.0,131406,45.00905762,59418.0,460361800.0,23.4,0.1,0.0333333333333333,툼레이더,2018-03-08,0.0,액션,2,1.0,0.0,1,1
484,383185616700000000,537920,1266901167.0,168880,38.31856167,70044.0,469459500.0,22.0,0.2,0.1333333333333333,애프터 어스,2013-05-30,0.0,기타,2,1.0,0.0,1,1
751,406425873900000000,535354,1100455439.0,137880,40.64258739,40101.0,293485000.0,13.8,0.1333333333333333,0.0666666666666666,메리와 마녀의 꽃,2017-12-07,0.0,애니메이션,3,0.0,1.0,0,0
698,385421650000000000,533776,667415700.0,88198,38.542165,55641.0,377615000.0,7.7,0.1333333333333333,0.1,페르디난드,2018-01-03,0.0,애니메이션,3,1.0,0.0,1,1
429,396476912900000000,531953,1133052129.0,145312,39.64769129,46160.0,320415500.0,19.4,0.3333333333333333,0.0666666666666666,사이코메트리,2013-03-07,1.0,기타,0,0.0,1.0,1,1
739,471434509800000000,528153,1765445398.0,194098,47.14345098,54088.0,446362600.0,13.1,0.2666666666666666,0.0333333333333333,버닝,2018-05-17,1.0,기타,0,0.0,1.0,0,0
288,380572100000000000,528149,962576500.0,126060,38.05721,9107.0,64528000.0,4.2,0.3666666666666666,0.0666666666666666,챔프,2011-09-07,1.0,드라마,2,0.0,1.0,1,0
872,396933752400000000,528007,1046793224.0,133744,39.69337524,124688.0,737244400.0,19.3,0.8333333333333334,0.1,7년의 밤,2018-03-28,1.0,기타,1,0.0,1.0,1,1
601,451073149700000000,527331,996870197.0,111268,45.10731497,157303.0,1363704400.0,8.5,0.2666666666666666,0.0666666666666666,메가로돈,2018-08-15,0.0,액션,2,1.0,0.0,1,1
284,412573300000000000,527077,2020856000.0,250187,41.25733,34207.0,254246000.0,14.0,0.3,0.0666666666666666,러브 & 드럭스,2011-01-13,0.0,멜로/로맨스,0,1.0,0.0,1,1
527,413620251500000000,526282,1110307115.0,135839,41.36202515,67380.0,499372600.0,27.0,0.4666666666666667,0.0666666666666666,몬스터,2014-03-13,1.0,기타,0,0.0,1.0,1,1
677,458088984900000000,526073,1445057049.0,161329,45.80889849,35950.0,288307000.0,14.0,0.2666666666666666,0.0333333333333333,콰이어트 플레이스,2018-04-12,0.0,기타,1,0.0,1.0,1,1
350,336377700000000000,524914,657372500.0,97846,33.63777,13507.0,87312000.0,2.0,0.1666666666666666,0.2,명탐정 코난: 11번째 스트라이커,2012-07-19,0.0,애니메이션,2,0.0,1.0,1,0
186,395368100000000000,522794,1547034000.0,195647,39.53681,30054.0,218881500.0,7.6,0.4333333333333333,0.1333333333333333,언노운,2011-02-17,0.0,드라마,1,1.0,0.0,1,1
422,409614197200000000,519983,799976772.0,98593,40.96141972,35936.0,269220500.0,14.0,0.4666666666666667,0.0333333333333333,헬머니,2015-03-05,1.0,코미디,0,0.0,1.0,1,1
409,379134960900000000,519584,1005494109.0,127666,37.91349609,12304.0,87422500.0,2.9,0.2666666666666666,0.0333333333333333,퍼시 잭슨과 괴물의 바다,2013-09-12,0.0,기타,2,1.0,0.0,1,1
546,427804117900000000,518886,1600695179.0,190720,42.78041179,43776.0,330131300.0,10.4,0.3666666666666666,0.0666666666666666,얼라이드,2017-01-11,0.0,기타,1,0.0,1.0,1,1
294,415374720000000000,518272,1221527400.0,146274,41.537472,36136.0,282801300.0,8.1,0.2666666666666666,0.0333333333333333,호두까기 인형과 4개의 왕국,2018-12-06,0.0,기타,3,1.0,0.0,1,0
302,380305449500000000,517286,1960937000.0,251559,38.03054495,38356.0,267988500.0,13.8,0.3333333333333333,0.1,소셜 네트워크,2010-11-18,0.0,드라마,1,1.0,0.0,1,0
511,411629207500000000,515522,1376002875.0,165403,41.16292075,32371.0,241711700.0,8.0,0.4666666666666667,0.0666666666666666,고스트버스터즈,2016-08-25,0.0,액션,2,1.0,0.0,1,0
306,575670019100000000,515074,1906860000.0,162969,57.56700191,51409.0,579611500.0,22.2,0.1,0.0333333333333333,피라냐,2010-08-26,0.0,액션,0,0.0,0.0,0,0
363,416313050000000000,514417,1590831500.0,184678,41.631305,63024.0,503623000.0,14.4,0.3333333333333333,0.0333333333333333,퍼스트 어벤져,2011-07-28,0.0,액션,2,0.0,1.0,1,1
853,451839346000000000,513375,1618159190.0,177587,45.1839346,47212.0,404525360.0,19.1,0.3666666666666666,0.0333333333333333,애드 아스트라,2019-09-19,0.0,기타,2,1.0,0.0,1,1
515,414573326700000000,513202,1251835067.0,146759,41.45733267,19058.0,145724400.0,5.1,0.7,0.0333333333333333,거울나라의 앨리스,2016-09-07,0.0,기타,2,1.0,0.0,1,0
629,404775640800000000,511931,1318056208.0,157111,40.47756408,70846.0,422633400.0,12.9,0.1666666666666666,0.0666666666666666,발레리안: 천 개 행성의 도시,2017-08-30,0.0,액션,2,0.0,0.0,1,1
297,374598600000000000,510996,815015000.0,100905,37.45986,32063.0,232186000.0,6.0,0.2,0.0666666666666666,프렌즈: 몬스터섬의비밀,2011-12-29,0.0,애니메이션,3,0.0,0.0,1,1
884,394646240000000000,510878,1183297400.0,144193,39.464624,71077.0,520694500.0,15.0,0.4333333333333333,0.0333333333333333,가려진 시간,2016-11-16,1.0,드라마,2,0.0,1.0,1,0
280,373820872400000000,509623,1794986000.0,234267,37.38208724,42185.0,290018500.0,22.6,0.1666666666666666,0.0333333333333333,먹고 기도하고 사랑하라,2010-09-30,0.0,드라마,1,1.0,0.0,1,1
626,381431550000000000,509555,726301600.0,94013,38.143155,14583.0,101868900.0,2.1,0.0,0.1666666666666666,극장판 포켓몬스터 너로 정했다!,2017-12-21,0.0,애니메이션,3,0.0,0.0,1,0
447,375410450000000000,507508,717455600.0,93719,37.541045,79742.0,552052500.0,4.7,0.0,0.2,명탐정 코난: 순흑의 악몽,2016-08-03,0.0,애니메이션,2,0.0,1.0,1,0
372,360204925700000000,507257,1016134757.0,136010,36.02049257,57171.0,391172500.0,10.0,0.2666666666666666,0.0666666666666666,남자사용설명서,2013-02-14,1.0,코미디,1,0.0,1.0,1,1
404,421051160000000000,506261,2140571300.0,253866,42.105116,22660.0,176081700.0,7.4,0.1,0.0333333333333333,셰이프 오브 워터: 사랑의 모양,2018-02-22,0.0,기타,0,1.0,0.0,1,0
432,368114042900000000,503516,681756129.0,88689,36.81140429,12675.0,89608000.0,3.5,0.0666666666666666,0.0666666666666666,도라에몽 : 스탠 바이 미,2015-02-12,0.0,애니메이션,3,0.0,1.0,1,1
649,384631515300000000,501934,1102624133.0,130922,38.46315153,76468.0,462471050.0,11.1,0.1,0.0666666666666666,47미터 2,2019-08-28,0.0,기타,1,0.0,0.0,0,1
598,435284135800000000,501286,1257212358.0,138597,43.52841358,46451.0,377515500.0,12.8,0.4,0.0333333333333333,그레이트 월,2017-02-15,0.0,기타,2,1.0,0.0,1,0
326,364420120000000000,498004,1466423200.0,194506,36.442012,21698.0,151799500.0,5.3,0.5,0.0333333333333333,노예 12년,2014-02-27,0.0,드라마,1,0.0,0.0,1,1
428,351110250000000000,497880,972557500.0,131766,35.111025,48745.0,335248000.0,16.3,0.5333333333333333,0.0333333333333333,아부의 왕,2012-06-21,1.0,코미디,1,0.0,1.0,1,1
517,338748300000000000,492773,956243500.0,131932,33.87483,29488.0,199920500.0,6.8,0.2666666666666666,0.0333333333333333,캐치미,2013-12-18,1.0,코미디,2,0.0,1.0,1,0
337,337547250000000000,492465,766405500.0,105175,33.754725,57861.0,382552500.0,7.9,0.3666666666666666,0.0666666666666666,무서운 이야기 2,2013-06-05,1.0,기타,1,0.0,1.0,1,0
345,361902690900000000,491207,925175000.0,119059,36.19026909,26930.0,192882500.0,15.6,0.4,0.0333333333333333,불량남녀,2010-11-04,1.0,코미디,1,0.0,1.0,1,0
555,425758006000000000,490957,2035447500.0,228963,42.5758006,35127.0,314580400.0,4.4,0.1666666666666666,0.0333333333333333,스타 이즈 본,2018-10-09,0.0,드라마,1,1.0,0.0,1,0
536,407657886000000000,490307,1514773210.0,175858,40.7657886,78478.0,662450350.0,5.0,0.2,0.0666666666666666,곰돌이 푸 다시 만나 행복해,2018-10-03,0.0,기타,3,1.0,0.0,1,0
322,360710602500000000,489855,1236989000.0,159990,36.07106025,8239.0,62259500.0,5.4,0.6,0.0666666666666666,레드,2010-11-03,0.0,액션,1,0.0,0.0,0,1
192,347018440000000000,489409,895346100.0,117256,34.701844,27304.0,189489500.0,5.5,0.3333333333333333,0.0666666666666666,또 하나의 약속,2014-02-06,1.0,드라마,2,0.0,0.0,0,1
800,359954450100000000,487916,854573801.0,108150,35.99544501,17037.0,113212200.0,4.9,0.2333333333333333,0.0333333333333333,카3: 새로운 도전,2017-07-13,0.0,애니메이션,3,1.0,0.0,1,1
634,387354236400000000,487897,1140873764.0,139002,38.73542364,57510.0,420845300.0,15.3,0.6333333333333333,0.1,침묵,2017-11-02,1.0,드라마,1,0.0,1.0,1,1
572,376385275900000000,485083,1147859410.0,143843,37.63852759,74087.0,589150300.0,10.8,0.4333333333333333,0.0666666666666666,해어화,2016-04-13,1.0,기타,1,0.0,1.0,1,1
653,399314714000000000,481766,888643920.0,102947,39.9314714,78044.0,510093940.0,10.3,0.3333333333333333,0.0333333333333333,애나벨 집으로,2019-06-26,0.0,기타,1,1.0,0.0,1,0
526,358931734800000000,480987,848101748.0,109124,35.89317348,28793.0,206218900.0,8.3,0.6,0.0666666666666666,계춘할망,2016-05-19,1.0,기타,1,0.0,0.0,0,0
455,354634005400000000,480528,707926554.0,92017,35.46340054,24638.0,190736700.0,7.9,0.4666666666666667,0.0333333333333333,소녀괴담,2014-07-02,1.0,기타,1,0.0,0.0,1,1
388,347134132100000000,480361,742552321.0,98335,34.71341321,60234.0,391404000.0,6.1,0.3333333333333333,0.0333333333333333,조선미녀삼총사,2014-01-29,1.0,코미디,2,0.0,1.0,1,0
276,336790108200000000,478822,956688000.0,129750,33.67901082,22312.0,152754000.0,15.0,0.1666666666666666,0.0333333333333333,친정엄마,2010-04-22,1.0,드라마,3,0.0,0.0,0,1
382,328060810000000000,478392,796865300.0,109813,32.806081,26870.0,171843500.0,2.7,0.5,0.0333333333333333,넛잡: 땅콩 도둑들,2014-01-29,1.0,애니메이션,3,0.0,0.0,0,0
