,영화명,개봉일,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분,개봉연도,평균 제작비,국내배급사,상장배급사,주요배급사,개봉일관객수,개봉일매출액,개봉일매출비율,타겟,대표코드
764,클라우드 아틀라스,2013-01-09,0.0,382,3383430227,449071,1351448227.0,173379,SF,0,1,2013,21.4,0.0,1.0,1,43541.0,314888000.0,10.7,1,20124024
765,히든 피겨스,2017-03-23,0.0,448,3576079033,448923,1591867433.0,194719,드라마,2,1,2017,26.3,1.0,0.0,1,15834.0,117138800.0,4.4,1,20167363
766,명탐정 코난:진홍의 연가,2017-08-02,0.0,582,3255598200,448381,770592800.0,102460,애니메이션,2,1,2017,26.3,0.0,1.0,1,94241.0,645190000.0,6.7,0,20170124
767,대한민국 1%,2010-05-05,1.0,287,2280762516,447569,545735500.0,111248,드라마,2,1,2010,21.6,0.0,1.0,1,40599.0,293992500.0,3.6,0,20100198
768,빅쇼트,2016-01-21,0.0,489,3622268707,446664,1786531309.0,215870,드라마,0,1,2016,24.0,0.0,1.0,1,27454.0,212205500.0,9.9,0,20159199
769,파라노말 액티비티,2010-01-13,0.0,187,3265135449,446510,1234133000.0,159569,공포(호러),2,1,2010,21.6,0.0,1.0,1,20881.0,149683500.0,6.2,0,20090857
770,반드시 잡는다,2017-11-29,1.0,565,3324033772,446379,794998472.0,102380,스릴러,1,1,2017,26.3,0.0,1.0,1,59907.0,355845700.0,11.3,1,20161762
771,뽀로로 극장판 컴퓨터 왕국 대모험,2015-12-10,1.0,544,3290582700,445014,659878500.0,84092,애니메이션,3,1,2015,19.9,0.0,1.0,1,10545.0,72168900.0,3.3,0,20156807
772,헌츠맨: 윈터스 워,2016-04-13,0.0,557,3544262706,445009,988467906.0,118684,액션,2,1,2016,24.0,1.0,0.0,1,111569.0,891386900.0,16.3,0,20158984
773,익스펜더블 2,2012-09-06,0.0,393,3206144228,444045,794739189.0,105302,액션,1,1,2012,20.3,0.0,1.0,1,35456.0,247331000.0,12.3,1,20128143
774,밀레니엄 : 여자를 증오한 남자들,2012-01-11,0.0,321,3504509000,443889,1671193500.0,205218,스릴러,0,1,2012,20.3,1.0,0.0,1,11033.0,85037500.0,4.7,0,20110882
775,워리어스 웨이,2010-12-01,0.0,441,3134328730,437101,883586000.0,117792,액션,1,1,2010,21.6,0.0,0.0,0,34950.0,244290500.0,18.9,0,20101014
776,감쪽같은 그녀,2019-12-04,1.0,761,3377511790,436205,658294480.0,83166,드라마,3,1,2019,29.0,0.0,0.0,0,35839.0,257508580.0,9.1,1,20188462
777,시즌 오브 더 위치: 마녀 호송단,2011-01-13,0.0,218,3277434500,435201,936385500.0,118501,어드벤처,1,1,2011,22.7,0.0,1.0,1,30959.0,224939500.0,12.4,1,20110029
778,원라인,2017-03-29,1.0,613,3310122433,433825,807184333.0,101624,범죄,1,1,2017,26.3,0.0,1.0,1,53333.0,305148800.0,10.3,1,20151230
779,"협녀, 칼의 기억",2015-08-13,1.0,572,3360045489,431310,999537689.0,123013,사극,1,1,2015,19.9,0.0,1.0,1,79801.0,593991700.0,8.9,0,20130021
780,그린 북,2019-01-09,0.0,398,3603268560,429733,1945643390.0,229903,드라마,2,0,2019,29.0,0.0,1.0,0,12416.0,104664150.0,3.4,1,20184574
781,터닝메카드W: 블랙미러의 부활,2017-01-18,1.0,570,3213263000,429569,676764500.0,86626,애니메이션,3,0,2017,26.3,0.0,0.0,1,50159.0,334154700.0,7.0,1,20163845
782,창수,2013-11-28,1.0,415,3146542000,429141,740934000.0,96526,드라마,0,1,2013,21.4,0.0,0.0,0,50653.0,347658500.0,17.5,0,20110881
783,랭고,2011-03-03,0.0,314,3039396000,428896,1022909000.0,135829,애니메이션,3,1,2011,22.7,0.0,1.0,1,14312.0,104277000.0,8.3,0,20119630
784,오피스,2015-09-03,1.0,425,3354086230,428429,801709530.0,97876,스릴러,1,1,2015,19.9,0.0,0.0,1,46567.0,353043000.0,10.7,1,20143511
785,모비딕,2011-06-09,1.0,377,3246572000,428139,1086129500.0,135442,스릴러,1,1,2011,22.7,0.0,1.0,1,35515.0,257077000.0,15.8,0,20110313
786,장난스런 키스,2019-03-27,0.0,532,3501463050,428009,955732990.0,112053,멜로/로맨스,2,0,2019,29.0,0.0,0.0,0,30692.0,178833530.0,5.2,1,20183773
787,스머프: 비밀의 숲,2017-04-28,0.0,607,3122661000,427764,633690100.0,83429,애니메이션,3,1,2017,26.3,1.0,0.0,1,9077.0,65677100.0,2.1,1,20161665
788,두 개의 달,2012-07-12,1.0,347,2944786748,425972,605667102.0,83100,공포(호러),1,1,2012,20.3,0.0,1.0,1,30747.0,210069500.0,8.3,0,20125916
789,나를 잊지 말아요,2016-01-07,1.0,559,3398915000,425799,980935100.0,117670,멜로/로맨스,1,1,2016,24.0,0.0,1.0,1,63347.0,482064700.0,14.9,1,20142641
790,다이버전트,2014-04-16,0.0,511,3297709011,424041,1056211911.0,129527,SF,1,1,2014,20.1,0.0,1.0,1,30913.0,224616300.0,19.6,1,20147283
791,티끌모아 로맨스,2011-11-10,1.0,294,2942253500,424002,755646500.0,101133,멜로/로맨스,1,1,2011,22.7,0.0,0.0,0,44212.0,285749500.0,10.5,0,20112762
792,신이 보낸 사람,2014-02-13,1.0,285,3059228600,423026,823931500.0,111391,드라마,1,0,2014,20.1,0.0,0.0,0,23038.0,162470000.0,5.3,1,20136043
793,흥부: 글로 세상을 바꾼 자,2018-02-14,1.0,627,3381050200,416303,886785300.0,107570,사극,2,1,2018,26.8,0.0,1.0,1,43694.0,335132900.0,4.3,1,20176121
794,무뢰한,2015-05-27,1.0,482,3262087431,414626,1116340931.0,136987,멜로/로맨스,0,1,2015,19.9,0.0,1.0,0,50014.0,331691500.0,14.1,0,20130566
795,늑대소년-확장판,2012-12-06,1.0,278,2868302500,414083,767129500.0,105940,멜로/로맨스,1,1,2012,20.3,0.0,1.0,1,18475.0,125789500.0,6.2,0,20123161
796,해피 데스데이 2 유,2019-02-14,0.0,657,3437809200,412850,942294620.0,110636,공포(호러),1,1,2019,29.0,1.0,0.0,1,72440.0,572932790.0,14.4,1,20195915
797,킹 아서: 제왕의 검,2017-05-17,0.0,588,3348220655,412843,953887855.0,113292,판타지,2,1,2017,26.3,1.0,0.0,1,31067.0,234956600.0,9.4,1,20173961
798,주온 : 끝의 시작,2014-07-16,0.0,394,3071127231,410644,695266031.0,88552,공포(호러),1,1,2014,20.1,0.0,1.0,1,48923.0,358402300.0,13.4,1,20149394
799,극장판 공룡메카드: 타이니소어의 섬,2019-01-10,1.0,763,3140214420,410131,535720640.0,66881,애니메이션,3,1,2019,29.0,0.0,1.0,1,57616.0,405005750.0,12.4,0,20183915
800,러빙 빈센트,2017-11-09,0.0,272,3252392261,408322,1739794961.0,212631,애니메이션,1,0,2017,26.3,0.0,0.0,1,6918.0,52621500.0,2.5,1,20179942
801,넛잡 2,2017-10-03,1.0,526,3038945100,407727,513530500.0,66475,애니메이션,3,1,2017,26.3,0.0,1.0,1,27229.0,205463700.0,2.2,1,20171817
802,니코: 산타비행단의 모험,2012-12-25,0.0,306,2786834000,407264,630429500.0,88120,애니메이션,3,1,2012,20.3,0.0,0.0,0,80132.0,567364000.0,4.5,0,20122523
803,나의 소녀시대,2016-05-12,0.0,176,3292020500,406284,1109174800.0,134427,멜로/로맨스,1,0,2016,24.0,0.0,0.0,0,5330.0,42033100.0,1.2,0,20163137
804,섹스 앤 더 시티 2,2010-06-10,0.0,238,3074026799,405580,1683672000.0,214021,드라마,0,1,2010,21.6,1.0,0.0,1,30787.0,221314500.0,12.0,1,20100285
805,좋은 친구들,2014-07-10,1.0,371,3201527031,404456,869573831.0,104800,범죄,0,1,2014,20.1,0.0,1.0,1,38128.0,290070400.0,8.6,1,20148745
806,아메리칸 메이드,2017-09-14,0.0,691,3175539145,401541,932267045.0,114257,범죄,1,1,2017,26.3,1.0,0.0,1,49188.0,359380500.0,18.7,0,20177541
807,아스트로 보이-아톰의 귀환,2010-01-13,0.0,285,2640270821,401477,642250500.0,91867,애니메이션,3,1,2010,21.6,0.0,0.0,0,9759.0,62583500.0,2.6,0,20090821
808,닌자터틀,2014-08-28,0.0,479,3321120147,400329,1078017647.0,120563,액션,2,1,2014,20.1,0.0,1.0,1,48055.0,386296700.0,12.5,0,20148132
809,판타스틱 4,2015-08-20,0.0,451,3029310600,399667,820859100.0,103173,액션,2,1,2015,19.9,1.0,0.0,1,63458.0,466725600.0,10.2,0,20157531
810,익스펜더블,2010-08-19,0.0,256,3025538174,398097,986171000.0,123723,스릴러,0,1,2010,21.6,0.0,0.0,0,42923.0,314389000.0,7.6,1,20100768
811,사랑이 무서워,2011-03-10,1.0,290,2992783000,397923,706539500.0,88089,코미디,1,1,2011,22.7,0.0,1.0,1,18450.0,134097000.0,10.3,0,20119511
812,몬스터 패밀리,2017-12-21,0.0,617,2941183700,397633,545562900.0,69798,애니메이션,3,1,2017,26.3,0.0,0.0,1,12201.0,74273100.0,1.5,0,20176082
813,명탐정 코난 : 이차원의 저격수,2014-08-06,0.0,299,2757396000,397381,596923300.0,83779,애니메이션,2,1,2014,20.1,0.0,1.0,1,23648.0,159126600.0,1.8,0,20149567
814,명탐정 코난 : 제로의 집행인,2018-08-08,0.0,542,3007522361,395408,701649561.0,88325,애니메이션,2,1,2018,26.8,0.0,1.0,1,87322.0,620226200.0,6.9,1,20187427
815,명탐정 코난 : 수평선상의 음모,2013-08-07,0.0,316,2460173000,389253,417563500.0,63735,애니메이션,2,1,2013,21.4,0.0,1.0,1,20161.0,124998000.0,2.4,0,20058720
816,피터 래빗,2018-05-16,0.0,599,3006258100,388300,598557400.0,74077,애니메이션,3,1,2018,26.8,1.0,0.0,1,4019.0,28682100.0,0.8,0,20183084
817,론 레인저,2013-07-04,0.0,401,2750149500,387527,981855500.0,134579,액션,1,1,2013,21.4,1.0,0.0,1,42702.0,288068500.0,9.7,0,20136862
818,내 심장을 쏴라,2015-01-28,1.0,452,2856859132,387409,602511932.0,79237,드라마,1,1,2015,19.9,0.0,0.0,1,60407.0,391282000.0,13.6,1,20148553
819,제미니 맨,2019-10-09,0.0,845,3295969230,387342,956421180.0,107352,액션,2,1,2019,29.0,0.0,1.0,1,100685.0,871767020.0,12.2,0,20191183
820,나의 독재자,2014-10-30,1.0,654,2906692546,385934,882787046.0,111369,드라마,1,1,2014,20.1,0.0,1.0,1,37015.0,261981600.0,17.0,0,20148626
821,천재 강아지 미스터 피바디,2014-04-24,0.0,533,2859791400,385552,752045900.0,96612,애니메이션,3,1,2014,20.1,0.0,1.0,1,3695.0,26301000.0,1.3,1,20133601
822,언더 워터,2016-07-13,0.0,518,3111772391,384789,722677691.0,87120,공포(호러),1,1,2016,24.0,1.0,0.0,1,29167.0,221848100.0,6.9,1,20165201
823,크로니클,2012-03-15,0.0,324,2881024000,383862,945721500.0,120118,액션,1,1,2012,20.3,1.0,0.0,1,31489.0,229475500.0,16.1,0,20124666
824,보통사람,2017-03-23,1.0,621,2956397623,383336,736134723.0,92067,드라마,1,1,2017,26.3,0.0,0.0,1,35583.0,248145500.0,9.3,1,20167902
825,소수의견,2015-06-24,1.0,398,2891431205,383332,998799305.0,128825,드라마,1,1,2015,19.9,0.0,0.0,0,34334.0,218862300.0,6.8,0,20136057
826,트론: 새로운 시작,2010-12-29,0.0,379,4258700247,382607,1878516000.0,161218,SF,2,1,2010,21.6,1.0,0.0,1,31211.0,349555000.0,10.9,1,20101225
827,대장 김창수,2017-10-19,1.0,748,2871905115,380581,740794715.0,93920,드라마,2,1,2017,26.3,0.0,0.0,1,44469.0,319668700.0,12.9,1,20164424
828,스토커,2013-02-28,0.0,329,2828301674,378729,1259351674.0,163582,드라마,0,1,2013,21.4,1.0,0.0,1,50954.0,344240500.0,8.3,1,20120467
829,공자 춘추전국시대,2010-02-11,0.0,243,2819298799,377801,811821000.0,103188,드라마,2,1,2010,21.6,0.0,0.0,0,23192.0,168295500.0,5.7,0,20100017
830,프롬 파리 위드 러브,2010-03-11,0.0,300,2850441248,375573,944127500.0,118230,액션,0,1,2010,21.6,0.0,0.0,0,25663.0,186533000.0,16.8,1,20100101
831,컨트롤러,2011-03-03,0.0,371,2862234500,373344,1181928000.0,147607,스릴러,2,1,2011,22.7,1.0,0.0,1,30540.0,221903500.0,17.7,0,20119430
832,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,0.0,526,2694247700,366442,433186900.0,54862,애니메이션,3,0,2017,26.3,0.0,0.0,1,34965.0,239802400.0,5.8,1,20165153
833,극장판 포켓 몬스터 DP 「환영의 패왕 조로아크」,2010-12-23,0.0,140,2557477869,366277,768747000.0,107618,애니메이션,3,1,2010,21.6,0.0,1.0,1,17817.0,121503500.0,4.7,1,20101226
834,그레이의 50가지 그림자,2015-02-26,0.0,512,2918598796,364415,1201564996.0,145292,드라마,0,1,2015,19.9,1.0,0.0,1,45653.0,354173500.0,11.6,0,20147613
835,파라노말 액티비티 2,2010-10-21,0.0,177,2616761211,364251,843504500.0,111915,공포(호러),2,0,2010,21.6,0.0,1.0,1,19421.0,142928500.0,12.7,1,20101015
836,레드 라이딩 후드,2011-03-17,0.0,249,2728562500,362572,1032181500.0,131108,드라마,1,1,2011,22.7,1.0,0.0,1,24170.0,176216500.0,14.9,1,20119768
837,홈,2015-05-21,0.0,532,2692225691,360556,649663691.0,83379,애니메이션,3,1,2015,19.9,0.0,1.0,1,6632.0,47152400.0,1.8,0,20140145
838,블라인드 사이드,2010-04-15,0.0,132,2643699147,359899,1313335000.0,172111,드라마,2,0,2010,21.6,1.0,0.0,1,9692.0,68747000.0,7.2,1,20100165
839,극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」,2011-12-22,0.0,237,2382820000,359663,510216500.0,73338,애니메이션,3,1,2011,22.7,0.0,1.0,1,11125.0,73828500.0,2.3,1,20112709
840,고질라: 킹 오브 몬스터,2019-05-29,0.0,923,3085036318,359041,869712348.0,88798,액션,2,1,2019,29.0,1.0,0.0,1,88996.0,610244780.0,17.0,1,20184865
841,클로버필드 10번지,2016-04-07,0.0,575,2922834655,356976,1056740255.0,124309,미스터리,1,1,2016,24.0,0.0,1.0,1,33023.0,254937600.0,21.2,1,20162065
842,경성학교: 사라진 소녀들,2015-06-18,1.0,489,2749027700,356342,726924400.0,90270,미스터리,1,1,2015,19.9,0.0,1.0,1,53657.0,405288500.0,12.6,0,20141224
843,어쌔신 크리드,2017-01-11,0.0,566,2899784921,355913,763791621.0,90313,액션,1,1,2017,26.3,1.0,0.0,1,60851.0,464968400.0,14.6,1,20164421
844,플립,2017-07-12,0.0,249,2818791900,354601,1025482700.0,123030,드라마,2,1,2017,26.3,0.0,0.0,1,14315.0,105250200.0,4.3,1,20177501
845,석조저택 살인사건,2017-05-09,1.0,539,2815742886,351830,765636486.0,92471,스릴러,1,1,2017,26.3,0.0,0.0,1,84068.0,686422300.0,6.9,0,20156708
846,커플즈,2011-11-02,1.0,387,2646578500,351779,891317000.0,112135,멜로/로맨스,1,1,2011,22.7,0.0,0.0,0,18869.0,137492000.0,9.4,0,20110612
847,미드나잇 인 파리,2012-07-05,0.0,189,2607349898,351555,1708472362.0,224023,코미디,1,0,2012,20.3,0.0,0.0,0,13947.0,97261000.0,3.0,0,20126686
848,싱글라이더,2017-02-22,1.0,576,2685519021,351276,945782821.0,119087,드라마,1,1,2017,26.3,1.0,0.0,1,65584.0,395873500.0,11.0,0,20161723
849,그녀,2014-05-22,0.0,168,2861230000,351091,1876008600.0,227358,드라마,0,0,2014,20.1,1.0,0.0,1,8390.0,64126700.0,2.3,0,20148748
850,오즈 그레이트 앤드 파워풀,2013-03-07,0.0,425,2886185000,350563,1059535000.0,117879,판타지,3,1,2013,21.4,1.0,0.0,1,19337.0,161060500.0,9.8,1,20122625
851,7호실,2017-11-15,1.0,629,2677284639,347790,784052239.0,98086,코미디,1,1,2017,26.3,0.0,1.0,1,55985.0,407772400.0,13.5,0,20168754
852,치외법권,2015-08-27,1.0,446,2664941005,346483,586388005.0,72126,액션,1,1,2015,19.9,0.0,0.0,1,49585.0,365671600.0,12.1,0,20155826
853,짱구는 못말려 극장판 : 초시공! 태풍을 부르는 나의 신부,2011-05-05,0.0,306,2319696500,346441,490556000.0,70279,애니메이션,3,1,2011,22.7,0.0,1.0,1,151961.0,1020441500.0,12.2,1,20110250
854,링컨: 뱀파이어 헌터,2012-08-30,0.0,337,2750911500,344876,921542500.0,108920,액션,0,1,2012,20.3,1.0,0.0,1,46858.0,360949000.0,12.8,1,20125338
855,아메리칸 스나이퍼,2015-01-14,0.0,308,2800001438,344766,1052863738.0,126890,액션,0,1,2015,19.9,1.0,0.0,1,19229.0,148644600.0,3.8,0,20143754
856,러브 유어셀프 인 서울,2019-01-26,1.0,224,3209682900,342366,1090468000.0,112697,공연,3,1,2019,29.0,0.0,1.0,1,100191.0,947048800.0,8.0,0,20185124
857,숲속으로,2014-12-24,0.0,356,2596533288,341882,991696988.0,126865,뮤지컬,3,1,2014,20.1,1.0,0.0,1,55379.0,415843000.0,4.8,0,20143422
858,하이힐,2014-06-03,1.0,385,2735972500,339844,789047000.0,94895,범죄,0,1,2014,20.1,0.0,1.0,1,13936.0,110483800.0,3.7,0,20136062
859,음치 클리닉,2012-11-29,1.0,360,2248238000,338168,629586000.0,93656,멜로/로맨스,2,1,2012,20.3,0.0,1.0,1,29841.0,192366500.0,7.8,0,20125406
860,맨발의 꿈,2010-06-24,1.0,333,2413427097,338080,739154500.0,99528,드라마,3,1,2010,21.6,0.0,1.0,1,16238.0,115338500.0,5.9,0,20100210
861,브링 더 소울 : 더 무비,2019-08-07,1.0,569,2902500310,336074,952482010.0,102179,기타,3,1,2019,29.0,1.0,1.0,1,109242.0,887162760.0,12.2,0,20193275
862,늑대아이,2012-09-13,0.0,226,2310113761,335706,840777713.0,117691,애니메이션,3,0,2012,20.3,0.0,0.0,0,6064.0,41223000.0,1.7,1,20127494
863,미나문방구,2013-05-16,1.0,385,2247017000,334323,569411500.0,81804,드라마,3,1,2013,21.4,0.0,1.0,1,25123.0,163352500.0,6.6,0,20128691
864,남영동1985,2012-11-22,1.0,310,2358629601,332619,806220589.0,110659,드라마,1,0,2012,20.3,0.0,0.0,1,31034.0,210200500.0,7.8,1,20127546
865,에베레스트,2015-09-24,0.0,331,3055119748,332180,1071862248.0,107240,어드벤처,2,1,2015,19.9,1.0,0.0,1,25680.0,221171900.0,7.4,0,20151421
866,위자: 저주의 시작,2016-11-09,0.0,467,2637517406,331877,558041806.0,67022,공포(호러),2,1,2016,24.0,1.0,0.0,1,24843.0,189803500.0,11.5,0,20161843
867,무서운 이야기,2012-07-25,1.0,274,2452368566,331760,677799507.0,87835,공포(호러),0,1,2012,20.3,0.0,1.0,1,20457.0,146309000.0,2.8,1,20124349
868,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,2016-07-20,0.0,403,2466913080,330665,441346600.0,56343,애니메이션,3,1,2016,24.0,0.0,1.0,1,9210.0,67322600.0,0.8,0,20164521
869,킬러스,2010-09-02,0.0,280,2428979292,329086,914463000.0,117566,액션,1,1,2010,21.6,0.0,1.0,1,26254.0,189839000.0,12.4,0,20100766
870,선 오브 갓,2014-04-10,0.0,419,2392109800,329029,797747600.0,105184,드라마,2,1,2014,20.1,0.0,0.0,0,19897.0,134433800.0,8.2,1,20147968
871,링컨 차를 타는 변호사,2011-06-16,0.0,241,2443603500,327612,1119703000.0,143907,범죄,1,1,2011,22.7,0.0,0.0,0,13118.0,92888500.0,5.7,0,20110581
872,잭 라이언 : 코드네임 쉐도우,2014-01-16,0.0,419,2395409500,327591,702109000.0,91949,액션,2,1,2014,20.1,0.0,1.0,1,42588.0,294694500.0,9.5,0,20136337
873,스폰지밥 3D,2015-02-18,0.0,357,2458946200,325016,512218000.0,65131,애니메이션,3,1,2015,19.9,0.0,1.0,1,32216.0,249312600.0,3.4,1,20149401
874,블레이드 러너 2049,2017-10-12,0.0,664,2760845365,321018,1162877565.0,128723,SF,1,1,2017,26.3,1.0,0.0,1,35745.0,288515000.0,11.3,1,20168282
875,극적인 하룻밤,2015-12-03,1.0,434,2610929429,320923,778081829.0,92279,멜로/로맨스,0,1,2015,19.9,0.0,1.0,0,35140.0,270250900.0,11.0,0,20157501
876,"극장판 포켓몬스터 베스트위시: 신의 속도 게노세크트, 뮤츠의 각성",2014-01-09,0.0,406,2080468500,320409,450597500.0,66391,애니메이션,3,1,2014,20.1,0.0,1.0,1,45532.0,287678500.0,9.4,1,20134592
877,아기배달부 스토크,2016-12-07,0.0,538,2415830200,320353,465509400.0,57099,애니메이션,3,1,2016,24.0,1.0,0.0,1,6569.0,45405200.0,1.7,1,20163884
878,뮨: 달의 요정,2015-09-24,0.0,365,2331900700,319072,474814300.0,62132,애니메이션,3,0,2015,19.9,0.0,0.0,1,4770.0,32809100.0,1.1,0,20151815
879,검우강호,2010-10-14,0.0,343,2281559914,318157,688397000.0,91725,액션,1,1,2010,21.6,0.0,0.0,0,22761.0,158560500.0,13.9,1,20100979
880,도리화가,2015-11-25,1.0,563,2246950339,317505,697116939.0,91714,사극,2,1,2015,19.9,0.0,1.0,1,49216.0,290767700.0,9.3,1,20140144
881,세상에서 가장 아름다운 이별,2011-04-20,1.0,340,2295897500,316788,830311000.0,109685,드라마,1,1,2011,22.7,0.0,1.0,1,9195.0,64115000.0,6.3,1,20119627
882,레드카펫,2014-10-23,1.0,385,2404458580,316780,602676380.0,75397,멜로/로맨스,1,1,2014,20.1,0.0,0.0,0,26180.0,195502700.0,10.6,0,20139964
883,미녀와 야수(프),2014-06-18,0.0,387,2385847300,315348,745899100.0,94306,판타지,3,1,2014,20.1,0.0,1.0,1,18629.0,138505600.0,8.0,1,20148795
884,캐롤,2016-02-04,0.0,221,2608608616,315321,1351888116.0,159681,드라마,0,0,2016,24.0,0.0,1.0,0,13134.0,100429300.0,2.3,0,20150942
885,차이니즈 조디악,2013-02-27,0.0,300,2211711500,315305,591907500.0,80680,액션,2,1,2013,21.4,0.0,1.0,1,22192.0,143520500.0,4.6,1,20122843
886,마이 블랙 미니드레스,2011-03-24,1.0,325,2318884500,313953,741903500.0,95622,드라마,1,1,2011,22.7,0.0,1.0,1,20636.0,149252500.0,15.3,1,20119720
887,비행기 2: 소방구조대,2014-08-13,0.0,341,2246970700,311456,431524600.0,55755,애니메이션,3,1,2014,20.1,1.0,0.0,1,12398.0,85322700.0,1.3,1,20149978
888,주피터 어센딩,2015-02-05,0.0,561,2685741879,309729,832233679.0,89787,SF,2,1,2015,19.9,1.0,0.0,1,44373.0,376906800.0,17.0,1,20149037
889,위대한 소원,2016-04-21,1.0,524,2438260213,308180,557547213.0,67347,코미디,1,1,2016,24.0,0.0,1.0,1,32598.0,246363000.0,19.4,1,20159641
890,가디언의 전설,2010-10-28,0.0,268,2655721096,307217,767026500.0,85399,애니메이션,3,1,2010,21.6,1.0,0.0,1,12292.0,115699800.0,7.7,1,20101006
891,개를 훔치는 완벽한 방법,2014-12-31,1.0,205,2327822465,306119,800083365.0,101680,드라마,3,0,2014,20.1,0.0,0.0,1,26982.0,180845900.0,2.1,0,20130574
892,패딩턴,2015-01-07,0.0,408,2246424729,305100,646094129.0,84276,코미디,3,1,2015,19.9,0.0,1.0,1,15431.0,110667200.0,3.2,0,20144523
893,포켓몬 더 무비 XY 후파: 광륜의 초마신,2015-12-23,0.0,360,2156275800,300477,412792200.0,55992,애니메이션,3,1,2015,19.9,0.0,0.0,1,12091.0,85852700.0,2.6,1,20153702
894,프랑켄슈타인: 불멸의 영웅,2014-02-06,0.0,378,2174134123,298983,609747623.0,80083,액션,2,1,2014,20.1,0.0,1.0,1,43029.0,299038000.0,8.6,1,20147096
895,오즈의 마법사: 돌아온 도로시,2015-02-12,0.0,330,2175321000,298298,518209900.0,68014,애니메이션,3,0,2015,19.9,0.0,0.0,0,11579.0,79731800.0,3.1,0,20155881
896,위험한 관계,2012-10-11,1.0,334,2122666230,298086,766827206.0,103451,멜로/로맨스,0,1,2012,20.3,0.0,1.0,1,26832.0,181205500.0,8.3,1,20129626
897,로렉스,2012-05-03,0.0,463,2140045000,297025,557255500.0,72599,애니메이션,3,1,2012,20.3,1.0,0.0,1,5348.0,34094500.0,1.3,0,20113889
898,"러브, 로지",2014-12-10,0.0,379,2225917646,292430,939240646.0,119128,코미디,1,1,2014,20.1,0.0,1.0,1,27335.0,196411100.0,9.2,0,20142421
899,더 그레이,2012-02-16,0.0,298,2198959500,292217,740129000.0,93961,액션,1,1,2012,20.3,0.0,0.0,0,32199.0,231367500.0,9.7,1,20124021
900,런 올 나이트,2015-03-19,0.0,411,2293671495,289534,623115595.0,76106,액션,0,1,2015,19.9,1.0,0.0,1,27969.0,207339600.0,12.4,1,20157041
901,네버엔딩 스토리,2012-01-18,1.0,269,2106823000,283449,638022000.0,81476,코미디,1,1,2012,20.3,0.0,0.0,0,20049.0,144287500.0,7.5,0,20113636
902,다이노 타임,2015-04-30,1.0,430,2099683100,283300,405724600.0,52818,애니메이션,3,1,2015,19.9,0.0,1.0,1,2578.0,17444600.0,0.4,1,20100211
903,인서전트,2015-03-25,0.0,480,2158449889,282662,650066489.0,81654,SF,1,1,2015,19.9,0.0,1.0,1,35995.0,235584300.0,11.0,1,20144461
904,오큘러스,2014-05-29,0.0,336,2122466537,279488,470167537.0,59344,미스터리,1,1,2014,20.1,0.0,0.0,0,25027.0,188892700.0,7.9,0,20148686
905,사랑에 대한 모든 것,2014-12-10,0.0,399,2162660589,278015,1027037089.0,128065,멜로/로맨스,2,1,2014,20.1,1.0,0.0,1,31139.0,225890200.0,10.6,0,20143543
906,19곰 테드,2012-09-27,0.0,248,2034959293,266574,857462249.0,107453,코미디,0,1,2012,20.3,1.0,0.0,1,16024.0,112712000.0,3.9,1,20129166
907,백 투 더 비기닝,2015-02-26,0.0,423,2016298400,266389,586021800.0,74127,SF,1,1,2015,19.9,0.0,1.0,1,36522.0,259889900.0,8.5,0,20156161
908,투모로우랜드,2015-05-27,0.0,435,2082869000,265744,682335600.0,83016,액션,2,1,2015,19.9,1.0,0.0,1,22850.0,146666000.0,6.2,0,20159748
909,스파이 브릿지,2015-11-05,0.0,425,2015360478,260721,722246378.0,90018,스릴러,2,1,2015,19.9,1.0,0.0,1,18404.0,135278300.0,5.6,1,20152871
910,함정,2015-09-10,1.0,445,2088685200,257716,411417600.0,50477,스릴러,0,1,2015,19.9,0.0,0.0,0,32277.0,250255800.0,13.1,0,20143510
911,파이널 데스티네이션5,2011-09-08,0.0,168,2370348500,257193,880006000.0,87499,공포(호러),0,1,2011,22.7,1.0,0.0,1,12613.0,118032500.0,7.5,1,20112050
912,언브로큰,2015-01-07,0.0,401,1997947292,256475,605776392.0,75489,액션,1,1,2015,19.9,1.0,0.0,1,26707.0,199398300.0,5.8,0,20149948
913,하늘을 걷는 남자,2015-10-28,0.0,415,2267273653,238257,910722153.0,92402,드라마,2,1,2015,19.9,1.0,0.0,1,19675.0,143200000.0,6.4,0,20155101
